vehicle_id,component,event_type,days_ago,notes,severity_hours
V-1096,engine,fault_code,4,Deferred engine work pending parts (4d ago),917
V-1096,engine,corrective_repair,42,engine inspection — wear within limits (42d ago),765
V-1096,engine,parts_replacement,49,engine fault cleared after service (49d ago),737
V-1096,engine,corrective_repair,61,Elevated engine temperature recorded (61d ago),689
V-1096,engine,preventive_service,64,Scheduled engine PM completed (64d ago),677
V-1097,transmission,oil_analysis,77,transmission inspection — wear within limits (77d ago),38
V-1097,transmission,parts_replacement,104,transmission fault cleared after service (104d ago),0
V-1098,cooling,fault_code,22,Scheduled cooling PM completed (22d ago),4331
V-1098,cooling,fault_code,54,cooling fault cleared after service (54d ago),4203
V-1098,electrical,preventive_service,59,Elevated electrical temperature recorded (59d ago),2217
V-1098,electrical,preventive_service,90,Deferred electrical work pending parts (90d ago),2093
V-1098,cooling,preventive_service,109,Elevated cooling temperature recorded (109d ago),3983
V-1098,electrical,corrective_repair,129,electrical fault cleared after service (129d ago),1937
V-1098,electrical,corrective_repair,157,Deferred electrical work pending parts (157d ago),1825
V-1098,electrical,corrective_repair,178,Elevated electrical temperature recorded (178d ago),1741
V-1099,suspension,parts_replacement,1,Deferred suspension work pending parts (1d ago),3722
V-1099,suspension,oil_analysis,30,Scheduled suspension PM completed (30d ago),3606
V-1099,suspension,corrective_repair,50,Elevated suspension temperature recorded (50d ago),3526
V-1099,suspension,parts_replacement,52,suspension fault cleared after service (52d ago),3518
V-1099,suspension,oil_analysis,111,Elevated suspension temperature recorded (111d ago),3282
V-1100,hydraulics,parts_replacement,1,Scheduled hydraulics PM completed (1d ago),3289
V-1100,electrical,inspection,17,electrical fault cleared after service (17d ago),2589
V-1100,hydraulics,fault_code,22,Deferred hydraulics work pending parts (22d ago),3205
V-1100,hydraulics,parts_replacement,38,hydraulics fault cleared after service (38d ago),3141
V-1100,engine,parts_replacement,56,Deferred engine work pending parts (56d ago),2610
V-1100,electrical,fault_code,57,Elevated electrical temperature recorded (57d ago),2429
V-1100,engine,inspection,102,engine fault cleared after service (102d ago),2426
V-1100,hydraulics,oil_analysis,114,hydraulics inspection — wear within limits (114d ago),2837
V-1100,hydraulics,parts_replacement,177,hydraulics inspection — wear within limits (177d ago),2585
V-1101,cooling,inspection,56,Elevated cooling temperature recorded (56d ago),3276
V-1101,cooling,corrective_repair,137,Elevated cooling temperature recorded (137d ago),2952
V-1101,cooling,inspection,171,Elevated cooling temperature recorded (171d ago),2816
V-1102,brakes,inspection,10,Elevated brakes temperature recorded (10d ago),4090
V-1102,suspension,fault_code,19,Elevated suspension temperature recorded (19d ago),3996
V-1102,brakes,preventive_service,38,Deferred brakes work pending parts (38d ago),3978
V-1102,suspension,corrective_repair,43,Scheduled suspension PM completed (43d ago),3900
V-1102,suspension,inspection,72,Elevated suspension temperature recorded (72d ago),3784
V-1102,brakes,parts_replacement,87,Scheduled brakes PM completed (87d ago),3782
V-1102,suspension,oil_analysis,90,Scheduled suspension PM completed (90d ago),3712
V-1102,brakes,oil_analysis,96,brakes fault cleared after service (96d ago),3746
V-1102,suspension,fault_code,103,Deferred suspension work pending parts (103d ago),3660
V-1102,suspension,corrective_repair,112,Scheduled suspension PM completed (112d ago),3624
V-1102,brakes,oil_analysis,143,brakes inspection — wear within limits (143d ago),3558
V-1102,brakes,oil_analysis,146,Elevated brakes temperature recorded (146d ago),3546
V-1103,brakes,parts_replacement,15,brakes inspection — wear within limits (15d ago),1501
V-1103,brakes,oil_analysis,24,brakes fault cleared after service (24d ago),1465
V-1103,brakes,fault_code,24,brakes inspection — wear within limits (24d ago),1465
V-1103,transmission,parts_replacement,26,transmission inspection — wear within limits (26d ago),4760
V-1103,brakes,corrective_repair,69,brakes inspection — wear within limits (69d ago),1285
V-1103,brakes,parts_replacement,70,brakes fault cleared after service (70d ago),1281
V-1103,brakes,parts_replacement,97,Scheduled brakes PM completed (97d ago),1173
V-1103,transmission,fault_code,134,Elevated transmission temperature recorded (134d ago),4328
V-1104,cooling,fault_code,69,cooling inspection — wear within limits (69d ago),3858
V-1104,cooling,fault_code,72,Deferred cooling work pending parts (72d ago),3846
V-1104,cooling,fault_code,178,cooling inspection — wear within limits (178d ago),3422
V-1105,electrical,parts_replacement,118,Elevated electrical temperature recorded (118d ago),1732
V-1105,electrical,oil_analysis,177,electrical fault cleared after service (177d ago),1496
V-1106,cooling,inspection,32,Deferred cooling work pending parts (32d ago),4088
V-1106,brakes,parts_replacement,48,Deferred brakes work pending parts (48d ago),2567
V-1106,transmission,preventive_service,50,Scheduled transmission PM completed (50d ago),4702
V-1106,cooling,inspection,58,Deferred cooling work pending parts (58d ago),3984
V-1106,brakes,corrective_repair,73,Elevated brakes temperature recorded (73d ago),2467
V-1106,cooling,corrective_repair,74,cooling inspection — wear within limits (74d ago),3920
V-1106,brakes,oil_analysis,75,Elevated brakes temperature recorded (75d ago),2459
V-1106,brakes,preventive_service,87,Deferred brakes work pending parts (87d ago),2411
V-1106,transmission,corrective_repair,175,transmission inspection — wear within limits (175d ago),4202
V-1107,cooling,oil_analysis,106,Elevated cooling temperature recorded (106d ago),4251
V-1107,cooling,fault_code,133,Elevated cooling temperature recorded (133d ago),4143
V-1107,cooling,parts_replacement,138,cooling inspection — wear within limits (138d ago),4123
V-1107,cooling,oil_analysis,146,Scheduled cooling PM completed (146d ago),4091
V-1108,electrical,corrective_repair,16,Deferred electrical work pending parts (16d ago),4536
V-1108,electrical,corrective_repair,17,electrical inspection — wear within limits (17d ago),4532
V-1108,hydraulics,inspection,20,Deferred hydraulics work pending parts (20d ago),3018
V-1108,electrical,fault_code,66,Elevated electrical temperature recorded (66d ago),4336
V-1108,cooling,fault_code,69,Deferred cooling work pending parts (69d ago),563
V-1108,electrical,inspection,83,electrical inspection — wear within limits (83d ago),4268
V-1108,hydraulics,preventive_service,85,Scheduled hydraulics PM completed (85d ago),2758
V-1108,hydraulics,inspection,97,Elevated hydraulics temperature recorded (97d ago),2710
V-1108,hydraulics,inspection,119,Deferred hydraulics work pending parts (119d ago),2622
V-1108,electrical,preventive_service,132,Elevated electrical temperature recorded (132d ago),4072
V-1108,cooling,fault_code,156,Deferred cooling work pending parts (156d ago),215
V-1108,cooling,parts_replacement,156,cooling inspection — wear within limits (156d ago),215
V-1108,cooling,fault_code,157,Scheduled cooling PM completed (157d ago),211
V-1108,electrical,fault_code,176,electrical fault cleared after service (176d ago),3896
V-1109,electrical,oil_analysis,35,Scheduled electrical PM completed (35d ago),2284
V-1109,electrical,fault_code,58,electrical fault cleared after service (58d ago),2192
V-1109,electrical,inspection,105,Deferred electrical work pending parts (105d ago),2004
V-1109,electrical,fault_code,130,electrical fault cleared after service (130d ago),1904
V-1109,electrical,fault_code,142,electrical fault cleared after service (142d ago),1856
V-1109,electrical,corrective_repair,150,electrical inspection — wear within limits (150d ago),1824
V-1110,engine,inspection,45,Elevated engine temperature recorded (45d ago),109
V-1110,hydraulics,fault_code,49,Scheduled hydraulics PM completed (49d ago),1897
V-1110,engine,fault_code,66,Elevated engine temperature recorded (66d ago),25
V-1110,electrical,inspection,75,Scheduled electrical PM completed (75d ago),3521
V-1110,electrical,inspection,86,Deferred electrical work pending parts (86d ago),3477
V-1110,hydraulics,inspection,98,Deferred hydraulics work pending parts (98d ago),1701
V-1110,electrical,oil_analysis,101,electrical fault cleared after service (101d ago),3417
V-1110,electrical,parts_replacement,135,electrical fault cleared after service (135d ago),3281
V-1110,hydraulics,preventive_service,140,Deferred hydraulics work pending parts (140d ago),1533
V-1110,hydraulics,parts_replacement,146,hydraulics fault cleared after service (146d ago),1509
V-1110,electrical,oil_analysis,156,electrical fault cleared after service (156d ago),3197
V-1110,electrical,preventive_service,165,Scheduled electrical PM completed (165d ago),3161
V-1111,cooling,oil_analysis,57,Scheduled cooling PM completed (57d ago),382
V-1111,cooling,parts_replacement,62,Elevated cooling temperature recorded (62d ago),362
V-1111,cooling,oil_analysis,78,Elevated cooling temperature recorded (78d ago),298
V-1111,cooling,parts_replacement,90,cooling fault cleared after service (90d ago),250
V-1111,cooling,fault_code,94,Elevated cooling temperature recorded (94d ago),234
V-1112,hydraulics,parts_replacement,15,hydraulics inspection — wear within limits (15d ago),4370
V-1112,hydraulics,fault_code,68,Scheduled hydraulics PM completed (68d ago),4158
V-1112,hydraulics,inspection,106,hydraulics fault cleared after service (106d ago),4006
V-1112,hydraulics,inspection,142,Scheduled hydraulics PM completed (142d ago),3862
V-1112,hydraulics,parts_replacement,158,hydraulics fault cleared after service (158d ago),3798
V-1113,cooling,parts_replacement,11,cooling fault cleared after service (11d ago),226
V-1113,brakes,corrective_repair,13,brakes fault cleared after service (13d ago),723
V-1113,transmission,preventive_service,34,transmission inspection — wear within limits (34d ago),4542
V-1113,transmission,oil_analysis,39,Deferred transmission work pending parts (39d ago),4522
V-1113,transmission,corrective_repair,39,Elevated transmission temperature recorded (39d ago),4522
V-1113,brakes,fault_code,41,Deferred brakes work pending parts (41d ago),611
V-1113,cooling,corrective_repair,109,Scheduled cooling PM completed (109d ago),0
V-1113,cooling,oil_analysis,134,Deferred cooling work pending parts (134d ago),0
V-1113,brakes,fault_code,153,Elevated brakes temperature recorded (153d ago),163
V-1113,transmission,preventive_service,154,Elevated transmission temperature recorded (154d ago),4062
V-1113,transmission,preventive_service,166,Elevated transmission temperature recorded (166d ago),4014
V-1114,cooling,oil_analysis,8,Deferred cooling work pending parts (8d ago),1608
V-1114,cooling,parts_replacement,28,Deferred cooling work pending parts (28d ago),1528
V-1114,electrical,inspection,32,Deferred electrical work pending parts (32d ago),4262
V-1114,electrical,parts_replacement,51,Elevated electrical temperature recorded (51d ago),4186
V-1114,engine,corrective_repair,78,Deferred engine work pending parts (78d ago),4032
V-1114,electrical,fault_code,90,electrical fault cleared after service (90d ago),4030
V-1114,cooling,preventive_service,112,Deferred cooling work pending parts (112d ago),1192
V-1114,electrical,inspection,136,electrical fault cleared after service (136d ago),3846
V-1114,electrical,inspection,141,Deferred electrical work pending parts (141d ago),3826
V-1114,engine,oil_analysis,154,Elevated engine temperature recorded (154d ago),3728
V-1114,engine,inspection,158,Deferred engine work pending parts (158d ago),3712
V-1114,cooling,parts_replacement,177,Scheduled cooling PM completed (177d ago),932
V-1115,brakes,parts_replacement,7,Elevated brakes temperature recorded (7d ago),560
V-1115,engine,fault_code,19,Deferred engine work pending parts (19d ago),4792
V-1115,engine,fault_code,26,Deferred engine work pending parts (26d ago),4764
V-1115,engine,oil_analysis,54,engine fault cleared after service (54d ago),4652
V-1115,engine,inspection,73,Deferred engine work pending parts (73d ago),4576
V-1115,engine,oil_analysis,94,Deferred engine work pending parts (94d ago),4492
V-1115,brakes,inspection,112,brakes inspection — wear within limits (112d ago),140
V-1115,engine,oil_analysis,177,Scheduled engine PM completed (177d ago),4160
V-1116,brakes,preventive_service,13,Scheduled brakes PM completed (13d ago),5150
V-1116,engine,inspection,33,engine fault cleared after service (33d ago),3002
V-1116,transmission,preventive_service,33,transmission inspection — wear within limits (33d ago),1118
V-1116,engine,fault_code,56,Deferred engine work pending parts (56d ago),2910
V-1116,engine,fault_code,56,engine fault cleared after service (56d ago),2910
V-1116,brakes,fault_code,63,Deferred brakes work pending parts (63d ago),4950
V-1116,transmission,corrective_repair,122,Deferred transmission work pending parts (122d ago),762
V-1116,transmission,preventive_service,131,Scheduled transmission PM completed (131d ago),726
V-1116,transmission,parts_replacement,158,Scheduled transmission PM completed (158d ago),618
V-1117,engine,preventive_service,1,engine fault cleared after service (1d ago),4475
V-1117,engine,corrective_repair,7,engine fault cleared after service (7d ago),4451
V-1117,suspension,fault_code,27,Scheduled suspension PM completed (27d ago),4004
V-1117,engine,fault_code,73,Scheduled engine PM completed (73d ago),4187
V-1117,engine,preventive_service,121,engine inspection — wear within limits (121d ago),3995
V-1117,suspension,fault_code,123,Scheduled suspension PM completed (123d ago),3620
V-1118,suspension,parts_replacement,2,suspension inspection — wear within limits (2d ago),559
V-1118,hydraulics,preventive_service,2,hydraulics fault cleared after service (2d ago),3216
V-1118,suspension,parts_replacement,21,Deferred suspension work pending parts (21d ago),483
V-1118,suspension,oil_analysis,24,suspension fault cleared after service (24d ago),471
V-1118,transmission,inspection,32,transmission inspection — wear within limits (32d ago),2376
V-1118,hydraulics,corrective_repair,33,hydraulics fault cleared after service (33d ago),3092
V-1118,hydraulics,fault_code,52,hydraulics fault cleared after service (52d ago),3016
V-1118,hydraulics,preventive_service,65,Scheduled hydraulics PM completed (65d ago),2964
V-1118,transmission,corrective_repair,89,Elevated transmission temperature recorded (89d ago),2148
V-1118,hydraulics,oil_analysis,128,hydraulics inspection — wear within limits (128d ago),2712
V-1118,transmission,preventive_service,132,transmission inspection — wear within limits (132d ago),1976
V-1119,cooling,fault_code,1,Deferred cooling work pending parts (1d ago),3455
V-1119,suspension,oil_analysis,11,Deferred suspension work pending parts (11d ago),3754
V-1119,suspension,preventive_service,14,suspension inspection — wear within limits (14d ago),3742
V-1119,suspension,corrective_repair,52,suspension fault cleared after service (52d ago),3590
V-1119,transmission,fault_code,56,Elevated transmission temperature recorded (56d ago),4787
V-1119,cooling,parts_replacement,78,Elevated cooling temperature recorded (78d ago),3147
V-1119,cooling,inspection,108,cooling inspection — wear within limits (108d ago),3027
V-1119,suspension,preventive_service,157,Elevated suspension temperature recorded (157d ago),3170
V-1119,transmission,preventive_service,165,Elevated transmission temperature recorded (165d ago),4351
V-1119,cooling,parts_replacement,169,cooling fault cleared after service (169d ago),2783
